Generation,BeakSize
0,5.327125820496191
0,5.76664984339958
0,6.724733261967652
0,3.8319222015419583
0,6.641485930785904
0,5.130613664031257
0,1.1869748894989187
0,5.56498336663195
0,7.163690476997435
0,4.924189726632237
0,8.448217725018964
0,7.066973152652044
0,5.032010411949593
0,3.9865893834195103
0,6.180546166494436
0,7.265273470746665
0,9.644742461316675
0,7.536838316417268
0,9.046089364198133
0,5.219843622638216
0,4.247035733382324
0,7.970095817011494
0,7.590743896763743
0,3.2500702983219005
0,4.169401288157964
0,4.4541743616878176
0,3.807863113697209
0,5.902597314745025
0,4.749470564974445
0,1.6228219695776436
0,4.533473808228364
0,6.506701020134647
0,-0.42143801105831713
0,5.5723294258513185
0,5.334584082473587
0,9.903770622305261
0,5.204620603959002
0,5.478025579438665
0,2.9421447700586834
0,0.7774583360892384
1,6.724733261967652
1,7.970095817011494
1,7.265273470746665
1,6.641485930785904
1,7.163690476997435
1,2.9421447700586834
1,6.180546166494436
1,4.169401288157964
1,9.644742461316675
1,9.046089364198133
1,3.2500702983219005
1,7.536838316417268
1,4.247035733382324
1,7.590743896763743
1,7.066973152652044
1,6.506701020134647
1,1.6228219695776436
1,4.749470564974445
1,4.533473808228364
1,3.8319222015419583
1,4.4541743616878176
1,8.448217725018964
1,3.9865893834195103
1,1.1869748894989187
1,9.410242618598009
1,5.249216871544596
1,3.5863923477888004
1,7.254725337433765
1,7.192303872907246
1,6.870336018892637
1,4.157646473067781
1,6.900793706098295
1,4.679351038874406
1,3.587792391858614
1,3.9713538999386713
2,6.506701020134647
2,4.157646473067781
2,3.2500702983219005
2,7.265273470746665
2,1.1869748894989187
2,7.254725337433765
2,7.970095817011494
2,7.163690476997435
2,3.587792391858614
2,9.410242618598009
2,6.870336018892637
2,7.590743896763743
2,4.749470564974445
2,3.9713538999386713
2,3.9865893834195103
2,4.169401288157964
2,6.900793706098295
2,4.4541743616878176
2,3.5863923477888004
2,7.192303872907246
2,0.5958669667711801
2,3.1240170971976733
2,6.701728193071528
2,6.589719694439448
2,6.981717525563773
2,7.630035429992519
2,5.514733075912311
2,4.1777543560954875
2,7.154301220486342
2,5.611862512956887
2,5.0667807212288505
3,7.163690476997435
3,6.900793706098295
3,4.169401288157964
3,6.701728193071528
3,4.749470564974445
3,3.5863923477888004
3,4.4541743616878176
3,3.1240170971976733
3,3.587792391858614
3,7.254725337433765
3,6.870336018892637
3,7.192303872907246
3,3.2500702983219005
3,6.981717525563773
3,9.410242618598009
3,3.9713538999386713
3,1.1869748894989187
3,6.506701020134647
3,7.154301220486342
3,4.157646473067781
3,4.1777543560954875
3,6.589719694439448
3,7.630035429992519
3,5.493995658947841
3,6.640792714970231
3,8.282818530741785
3,5.421647697817202
3,6.759452565316403
3,3.5517134065407436
3,8.052511210594492
3,6.71200838769964
3,7.383844524408748
3,8.646055930231201
3,6.930739690839489
4,6.589719694439448
4,3.2500702983219005
4,4.157646473067781
4,3.5863923477888004
4,3.1240170971976733
4,6.701728193071528
4,9.410242618598009
4,3.5517134065407436
4,6.870336018892637
4,4.1777543560954875
4,6.71200838769964
4,6.981717525563773
4,6.759452565316403
4,7.192303872907246
4,3.587792391858614
4,3.9713538999386713
4,7.154301220486342
4,8.282818530741785
4,8.052511210594492
4,7.383844524408748
4,7.254725337433765
4,6.900793706098295
4,8.646055930231201
4,6.930739690839489
4,4.66255281017105
4,6.162504756720457
4,6.805877109038981
4,6.701728193071528
4,6.396215165826989
4,2.9436972196480844
4,5.799542333861917
4,8.005447706834707
4,8.13896236680474
4,7.139065737005503
4,7.444306801450624
4,8.03803974333854
4,5.604708335200588
5,2.9436972196480844
5,7.444306801450624
5,7.383844524408748
5,3.5517134065407436
5,3.1240170971976733
5,8.13896236680474
5,6.589719694439448
5,6.701728193071528
5,8.282818530741785
5,6.805877109038981
5,7.154301220486342
5,8.005447706834707
5,7.139065737005503
5,8.646055930231201
5,8.052511210594492
5,8.03803974333854
5,6.759452565316403
5,6.981717525563773
5,6.930739690839489
5,6.701728193071528
5,4.1777543560954875
5,7.383844524408748
5,4.66255281017105
5,6.137849382890444
5,4.358074233645077
5,5.421647697817202
5,6.724339234682672
5,5.7101530735473744
5,5.480609769624968
5,5.441803720269577
5,6.71200838769964
5,5.776249938701631
5,6.589719694439448
5,6.340777726602615
5,6.981717525563773
5,4.4225331434987325
5,5.925065759447495
6,8.005447706834707
6,7.444306801450624
6,4.66255281017105
6,2.9436972196480844
6,6.701728193071528
6,7.139065737005503
6,7.383844524408748
6,6.759452565316403
6,4.4225331434987325
6,7.383844524408748
6,3.5517134065407436
6,4.358074233645077
6,6.930739690839489
6,8.03803974333854
6,8.646055930231201
6,8.13896236680474
6,8.282818530741785
6,6.981717525563773
6,6.759452565316403
6,3.810079189477288
6,1.6073856693810709
6,7.139065737005503
6,6.396215165826989
6,6.930739690839489
6,6.137849382890444
6,6.501086782379859
6,5.604708335200588
6,10.791025078082543
6,9.46499372244364
6,7.199528014047379
6,6.759452565316403
6,5.264452355025435
6,8.13896236680474
7,6.981717525563773
7,1.6073856693810709
7,7.383844524408748
7,6.930739690839489
7,4.66255281017105
7,7.199528014047379
7,8.03803974333854
7,8.005447706834707
7,6.759452565316403
7,8.13896236680474
7,6.701728193071528
7,4.4225331434987325
7,2.9436972196480844
7,7.444306801450624
7,6.501086782379859
7,7.139065737005503
7,3.810079189477288
7,4.358074233645077
7,8.13896236680474
7,9.46499372244364
7,6.759452565316403
7,5.799542333861917
7,8.282818530741785
7,6.137849382890444
7,10.791025078082543
7,6.151436378423744
7,4.193521645730772
7,2.154346262830294
7,3.5517134065407436
7,5.4653742861441295
7,8.904421713167745
7,7.320024574592299
7,8.62648199315248
7,7.807544200940038
7,9.892051071749504
7,6.930739690839489
8,6.981717525563773
8,6.759452565316403
8,7.199528014047379
8,2.154346262830294
8,7.320024574592299
8,7.383844524408748
8,7.807544200940038
8,6.759452565316403
8,8.62648199315248
8,4.358074233645077
8,6.501086782379859
8,8.13896236680474
8,6.930739690839489
8,4.193521645730772
8,8.904421713167745
8,3.5517134065407436
8,6.930739690839489
8,4.66255281017105
8,3.810079189477288
8,4.4225331434987325
8,1.6073856693810709
8,8.282818530741785
8,9.46499372244364
8,5.799542333861917
8,3.5517134065407436
8,6.71200838769964
8,6.137849382890444
8,5.77461198340103
8,9.952513348791381
8,6.137849382890444
8,7.383844524408748
8,8.13896236680474
8,9.952513348791381
8,3.1884760070513294
8,2.9436972196480844
8,3.5517134065407436
8,3.1884760070513294
8,8.282818530741785
9,7.320024574592299
9,8.13896236680474
9,6.930739690839489
9,8.282818530741785
9,3.1884760070513294
9,6.930739690839489
9,6.71200838769964
9,1.6073856693810709
9,2.154346262830294
9,6.759452565316403
9,4.193521645730772
9,3.5517134065407436
9,3.5517134065407436
9,6.501086782379859
9,7.807544200940038
9,7.199528014047379
9,8.13896236680474
9,8.282818530741785
9,6.759452565316403
9,7.383844524408748
9,3.1884760070513294
9,8.904421713167745
9,2.9436972196480844
9,8.62648199315248
9,3.810079189477288
9,9.46499372244364
9,3.5517134065407436
9,8.566019716110603
9,5.893070595487199
9,6.137849382890444
9,8.62648199315248
9,6.759452565316403
9,6.501086782379859
9,7.320024574592299
9,6.930739690839489
9,3.5517134065407436
9,5.375696837432627
9,1.8363971671490318
9,8.03803974333854
9,7.0178183482529475
9,6.701728193071528
9,1.8363971671490318
10,6.71200838769964
10,6.501086782379859
10,7.320024574592299
10,1.8363971671490318
10,3.5517134065407436
10,8.13896236680474
10,8.62648199315248
10,3.1884760070513294
10,8.566019716110603
10,8.03803974333854
